Date,Year,State,Site,N_R,ID_mark,ID_number,sex,mated (if F),gps,wpt,wing_wear,Notes,lat,lon,ele
7/1/19,2019,Massachusetts,Upton,N,GBSSR,UP325,M,,DL1,356,2,,42.207414,-71.625893,122.102127
7/1/19,2019,Massachusetts,Upton,N,GBSSS,UP326,F,mated,DL1,357,2,,42.207405,-71.625864,121.702545
7/1/19,2019,Massachusetts,Upton,N,GBSSY,UP327,F,unmated,DL1,358,2,,42.207375,-71.625866,122.186142
7/1/19,2019,Massachusetts,Upton,N,GBSYB,UP328,F,mated,DL1,361,2,,42.207331,-71.625913,122.179306
7/1/19,2019,Massachusetts,Upton,N,GBSYG,UP329,M,,DL1,363,3,NECTARING DOGSBANE,42.207277,-71.625918,122.268051
7/1/19,2019,Massachusetts,Upton,N,GBSYR,UP330,F,mated,DL1,363,3,NECTARING DOGSBANE,42.207277,-71.625918,122.268051
7/1/19,2019,Massachusetts,Upton,N,GBSYS,UP331,M,,DL1,365,3,NECTARING BLACK EYED SUSAN,42.207309,-71.625941,123.390808
7/1/19,2019,Massachusetts,Upton,N,GBSYY,UP332,F,mated,DL1,366,2,NECTARING DOGSBANE,42.207305,-71.625946,123.417007
7/1/19,2019,Massachusetts,Upton,N,GBYBB,UP333,M,,DL1,367,2,,42.207291,-71.625989,123.367607
7/1/19,2019,Massachusetts,Upton,N,GBYBG,UP334,F,mated,DL1,368,2,NECTARING DOGSBANE,42.207286,-71.625994,123.142426
7/1/19,2019,Massachusetts,Upton,N,GBYBR,UP335,F,mated,DL1,369,3,,42.207283,-71.626034,123.515228
7/1/19,2019,Massachusetts,Upton,N,GBYBS,UP336,F,mated,DL1,369,3,nectaring dogsbane,42.207283,-71.626034,123.515228
7/1/19,2019,Massachusetts,Upton,N,GBYBY,UP337,F,mated,DL1,369,2,,42.207283,-71.626034,123.515228
7/1/19,2019,Massachusetts,Upton,N,GBYGB,UP338,M,,DL1,369,4,,42.207283,-71.626034,123.515228
7/1/19,2019,Massachusetts,Upton,R,BYYRY,UP55,M,,DL1,369,4,,42.207283,-71.626034,123.515228
7/1/19,2019,Massachusetts,Upton,N,GBYGG,UP339,F,,DL1,370,2,,42.207269,-71.626072,125.08741
7/1/19,2019,Massachusetts,Upton,R,GSBGY,UP185,M,,DL1,370,2,,42.207269,-71.626072,125.08741
7/1/19,2019,Massachusetts,Upton,N,GBYGS,UP341,F,mated,DL1,371,3,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYGY,UP342,M,,DL1,371,4,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYRB,UP343,F,mated,DL1,371,2,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYRG,UP344,F,mated,DL1,371,2,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYRR,UP345,M,,DL1,371,3,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYRS,UP346,M,,DL1,371,3,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYRY,UP347,F,mated,DL1,371,2,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYSB,UP348,M,,DL1,371,4,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYSG,UP349,M,,DL1,371,2,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYSR,UP350,F,mated,DL1,371,2,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYSS,UP351,F,mated,DL1,371,2,mating,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYYS,UP355,F ,mated,DL1,371,4,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,R,BBYSR,UP214,F,,DL1,371,5,nectaring dogsbane,42.207266,-71.626079,125.996368
7/1/19,2019,Massachusetts,Upton,N,GBYSY,UP352,M,,DL1,372,2,mating,42.207253,-71.626108,129.111664
7/1/19,2019,Massachusetts,Upton,N,GBYYB,UP353,M,,DL1,373,2,nectaring dogsbane,42.207256,-71.626079,129.570374
7/1/19,2019,Massachusetts,Upton,N,GBYYR,UP354,F,mated,DL1,374,2,nectaring dogsbane,42.207254,-71.626078,129.644119
7/1/19,2019,Massachusetts,Upton,N,GBYYY,UP356,F,mated,DL1,374,2,nectaring dogsbane,42.207254,-71.626078,129.644119
7/1/19,2019,Massachusetts,Upton,N,GGBBB,UP357,F,mated,DL1,374,2,nectaring dogsbane,42.207254,-71.626078,129.644119
7/1/19,2019,Massachusetts,Upton,N,GGBBG,UP358,F,mated,DL1,375,2,nectaring dogsbane,42.207259,-71.626057,128.521759
7/1/19,2019,Massachusetts,Upton,N,GGBBR,UP359,M,,DL1,375,4,nectaring dogsbane,42.207259,-71.626057,128.521759
7/1/19,2019,Massachusetts,Upton,N,GGBBY,UP360,M,,DL1,377,2,,42.207206,-71.626044,130.041763
7/1/19,2019,Massachusetts,Upton,N,GGBGB,UP361,F,mated,DL1,378,2,,42.207161,-71.62596,128.998047
7/1/19,2019,Massachusetts,Upton,N,GGBGG,UP362,M,,DL1,379,2,nectaring gallium,42.207154,-71.625941,128.679764
7/1/19,2019,Massachusetts,Upton,N,GGBGR,UP363,F,mated,DL1,380,2,,42.207143,-71.625927,129.317764
7/1/19,2019,Massachusetts,Upton,N,GGBGS,UP364,F,mated,DL1,381,3,,42.207124,-71.625925,129.318542
7/1/19,2019,Massachusetts,Upton,N,GGBGY,UP365,M,,DL1,381,3,,42.207124,-71.625925,129.318542
7/1/19,2019,Massachusetts,Upton,R,BYYGB,UP37,M,,DL1,381,5,,42.207124,-71.625925,129.318542
7/1/19,2019,Massachusetts,Upton,N,GGBRB,UP366,M,,DL1,382,3,,42.20709,-71.625931,129.317764
7/1/19,2019,Massachusetts,Upton,N,GGBRG,UP367,M,,DL1,382,2,,42.20709,-71.625931,129.317764
7/1/19,2019,Massachusetts,Upton,N,GGBRR,UP368,M,,DL1,383,2,,42.206964,-71.625954,129.430099
7/1/19,2019,Massachusetts,Upton,N,BGGSY,UP189,M,,DL2,165,2,,42.206316,-71.626467,118.365433
7/1/19,2019,Massachusetts,Upton,N,BGGYB,UP191,M,,DL2,166,2,,42.206336,-71.626474,119.067871
7/1/19,2019,Massachusetts,Upton,N,BGGYG,UP193,F,unmated,DL2,167,3,,42.20654,-71.626435,117.379608
7/1/19,2019,Massachusetts,Upton,N,BGGYR,UP195,F,unmated,DL2,168,3,,42.206475,-71.626535,116.327576
7/1/19,2019,Massachusetts,Upton,N,BGGYS,UP197,F,unmated,DL2,169,2,,42.206554,-71.626396,116.322906
7/1/19,2019,Massachusetts,Upton,N,BGGYY,UP199,M,,DL2,170,4,,42.206555,-71.626287,116.175659
7/1/19,2019,Massachusetts,Upton,N,BGRBB,UP201,F,mated,DL2,171,3,,42.206559,-71.626295,116.603912
7/1/19,2019,Massachusetts,Upton,N,BGRBG,UP203,M,,DL2,172,3,,42.206556,-71.626283,117.130478
7/1/19,2019,Massachusetts,Upton,N,BGRBR,UP205,M,,DL2,173,3,nectaring dogsbane,42.206573,-71.626312,117.606277
7/1/19,2019,Massachusetts,Upton,N,BGRBS,UP207,M,,DL2,174,3,nectaring dogsbane,42.206577,-71.62631,117.694321
7/1/19,2019,Massachusetts,Upton,N,BGRBY,UP209,F,unmated,DL2,175,3,nectaring dogsbane,42.206579,-71.6263,117.978249
7/1/19,2019,Massachusetts,Upton,N,BGRGB,UP211,M,,DL2,176,4,nectaring dogsbane,42.206577,-71.626297,118.422737
7/1/19,2019,Massachusetts,Upton,N,BGRGG,UP213,F,unmated,DL2,177,2,,42.206701,-71.626417,116.513039
7/1/19,2019,Massachusetts,Upton,N,BGRGR,UP215,F,mated,DL2,178,3,,42.206819,-71.62638,115.596054
7/1/19,2019,Massachusetts,Upton,N,BGRGS,UP217,M,,DL2,179,3,,42.206813,-71.626406,114.769661
7/1/19,2019,Massachusetts,Upton,N,BGRGY,UP219,M,,DL2,180,3,,42.206934,-71.626326,115.196144
7/1/19,2019,Massachusetts,Upton,N,BGRRB,UP221,M,,DL2,181,3,,42.207161,-71.626295,118.175606
7/1/19,2019,Massachusetts,Upton,N,BGRRG,UP223,M,,DL2,183,4,,42.207303,-71.626213,119.979996
7/1/19,2019,Massachusetts,Upton,R,BBRGB,UP90,M,,DL2,183,2,,42.207303,-71.626213,119.979996
7/1/19,2019,Massachusetts,Upton,N,BGRRR,UP225,F,mated,DL2,184,2,,42.207408,-71.626278,121.335281
7/1/19,2019,Massachusetts,Upton,N,BGRRS,UP227,F,mated,DL2,184,2,,42.207408,-71.626278,121.335281
7/1/19,2019,Massachusetts,Upton,R,GBGBR,UP131,M,,DL2,185,2,,42.207434,-71.626273,121.840736
7/1/19,2019,Massachusetts,Upton,N,BGRRY,UP229,M,,DL2,186,3,,42.207494,-71.626308,121.325081
7/1/19,2019,Massachusetts,Upton,N,BGRSB,UP231,F,mated,DL2,187,2,nectaring red clover,42.207625,-71.625885,122.01458
7/1/19,2019,Massachusetts,Upton,N,BGRSG,UP233,F,mated,DL2,188,2,,42.207622,-71.625866,122.276878
7/1/19,2019,Massachusetts,Upton,N,BGRSR,UP235,M,,DL2,190,2,,42.207574,-71.625885,122.888168
7/1/19,2019,Massachusetts,Upton,N,BGRSS,UP237,M,,DL2,191,4,,42.20762,-71.626307,122.063904
7/1/19,2019,Massachusetts,Upton,N,BGRSY*,UP239.1,M,,DL2,191,4,ERROR IN MARKING BUT NOT CONSEQUENTIAL (NEITHER SEEN POST-MARKING),42.20762,-71.626307,122.063904
7/2/19,2019,Massachusetts,Harvard,N,BBBG,HA2,M,,BC1,179,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBGS,AP9,M,,BC1,109,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBBB,AP1,M,,BC1,205,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBBG,AP2,M,,BC1,206,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBBR,AP3,M,,BC1,207,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBBS,AP4,M,,BC1,207,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBBY,AP5,M,,BC1,207,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBGB,AP6,M,,BC1,208,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBGG,AP7,M,,BC1,208,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBGR,AP8,M,,BC1,208,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBGY,AP10,M,,BC1,210,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBRB,AP11,M,,BC1,211,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBRG,AP12,M,,BC1,212,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBRR,AP13,M,,BC1,212,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBRS,AP14,M,,BC1,213,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBRY,AP15,M,,BC1,213,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBSB,AP16,M,,BC1,214,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBSG,AP17,M,,BC1,215,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBSR,AP18,M,,BC1,215,2,,NA,NA,NA
7/3/19,2019,Massachusetts,Appleton,N,BBSS,AP19,M,,BC1,217,2,,NA,NA,NA
7/6/19,2019,Massachusetts,Upton,N,GSBRG,UP369,M,,DL1,384,5,,42.206603,-71.626209,142.082809
7/6/19,2019,Massachusetts,Upton,N,GSBRR,UP370,M,,DL1,385,1,,42.206319,-71.626145,142.101303
7/6/19,2019,Massachusetts,Upton,R,GBYYY,UP356,F,mated,DL1,386,3,,42.206282,-71.626185,141.712875
7/6/19,2019,Massachusetts,Upton,N,GSBRS,UP371,F,mated,DL1,390,4,,42.206324,-71.626313,142.190414
7/6/19,2019,Massachusetts,Upton,N,GSBRY,UP372,F,mated,DL1,391,2,,42.206398,-71.626254,143.314133
7/6/19,2019,Massachusetts,Upton,R,BBSGB,UP140,M,,DL1,392,3,,42.206428,-71.626258,142.320618
7/6/19,2019,Massachusetts,Upton,N,GSBSB,UP373,M,,DL1,393,5,,42.206463,-71.626248,142.820007
7/6/19,2019,Massachusetts,Upton,N,GSBSG,UP374,M,,DL1,394,3,,42.206492,-71.626243,143.017349
7/6/19,2019,Massachusetts,Upton,N,GSBSR,UP375,M,,DL1,395,5,,42.206493,-71.62625,144.135895
7/6/19,2019,Massachusetts,Upton,N,GSBSS,UP376,F,mated,DL1,396,4,,42.206536,-71.626264,144.627365
7/6/19,2019,Massachusetts,Upton,N,GSBSY,UP377,M,,DL1,397,3,,42.206578,-71.626223,143.818817
7/6/19,2019,Massachusetts,Upton,N,GSBYB,UP378,M,,DL1,398,2,,42.206612,-71.626224,145.056229
7/6/19,2019,Massachusetts,Upton,N,GSBYG,UP379,M,,DL1,399,2,,42.206631,-71.626217,144.291779
7/6/19,2019,Massachusetts,Upton,N,GSBYR,UP380,F,mated,DL1,400,1,,42.206639,-71.626235,144.291779
7/6/19,2019,Massachusetts,Upton,N,GSBYS,UP381,M,,DL1,401,5,,42.206633,-71.626202,146.503403
7/6/19,2019,Massachusetts,Upton,N,GSBYY,UP382,M,,DL1,402,5,,42.206633,-71.626175,147.67395
7/6/19,2019,Massachusetts,Upton,N,GSGBB,UP383,F,mated,DL1,403,1,,42.20664,-71.626172,147.058289
7/6/19,2019,Massachusetts,Upton,N,GSGBG,UP384,M,,DL1,404,4,,42.206638,-71.626181,147.404083
7/6/19,2019,Massachusetts,Upton,N,GSGBR,UP385,F,mated,DL1,405,3,,42.206647,-71.626161,147.422928
7/6/19,2019,Massachusetts,Upton,N,GSGBS,UP386,F,mated,DL1,406,1,,42.206651,-71.626156,147.475784
7/6/19,2019,Massachusetts,Upton,N,GSGBY,UP387,M,,DL1,415,5,,42.206655,-71.626141,150.054688
7/6/19,2019,Massachusetts,Upton,N,GSGGB,UP388,F,unmated,DL1,416,1,,42.206648,-71.626157,149.798386
7/6/19,2019,Massachusetts,Upton,R,GBGYB,UP243,F,mated,DL1,417,4,,42.206685,-71.62613,150.683563
7/6/19,2019,Massachusetts,Upton,N,GSGGG,UP389,F,unmated,DL1,418,1,,42.206686,-71.626131,151.259583
7/6/19,2019,Massachusetts,Upton,N,GSGGR,UP390,F,mated,DL1,419,2,,42.206709,-71.6261,151.251648
7/6/19,2019,Massachusetts,Upton,N,GSGGS,UP391,M,,DL1,420,5,,42.206732,-71.626116,151.572845
7/6/19,2019,Massachusetts,Upton,N,GSGGY,UP392,F,unmated,DL1,421,2,,42.206763,-71.62611,152.169327
7/6/19,2019,Massachusetts,Upton,N,GSGRB,UP393,F,mated,DL1,422,2,,42.206763,-71.626113,152.881973
7/6/19,2019,Massachusetts,Upton,N,GSGRG,UP394,F,mated,DL1,423,3,,42.206766,-71.626108,152.985718
7/6/19,2019,Massachusetts,Upton,N,GSGRR,UP395,F,mated,DL1,424,1,,42.206765,-71.626104,152.985016
7/6/19,2019,Massachusetts,Upton,N,GSGRS,UP396,F,unmated,DL1,425,5,,42.20677,-71.626077,154.998459
7/6/19,2019,Massachusetts,Upton,R,BBSGY,UP148,M,,DL1,426,3,,42.20678,-71.626059,154.728943
7/6/19,2019,Massachusetts,Upton,N,GSGRY,UP397,F,mated,DL1,427,3,,42.206788,-71.626075,155.666748
7/6/19,2019,Massachusetts,Upton,N,GSGSB,UP398,F,unmated,DL1,428,4,,42.206776,-71.626156,155.892197
7/6/19,2019,Massachusetts,Upton,N,GSGSG,UP399,F,mated,DL1,429,2,,42.206775,-71.626148,155.475967
7/6/19,2019,Massachusetts,Upton,R,GSGSR,UP400,F,unmated,DL1,431,4,,42.206788,-71.626168,156.61821
7/6/19,2019,Massachusetts,Upton,N,GSGSS,UP401,F,mated,DL1,432,2,,42.206779,-71.626163,156.61821
7/6/19,2019,Massachusetts,Upton,N,GSGSY,UP402,F,mated,DL1,433,1,,42.206778,-71.62616,156.065964
7/6/19,2019,Massachusetts,Upton,N,GSGYB,UP403,F,mated,DL1,435,5,,42.206771,-71.626109,157.655441
7/6/19,2019,Massachusetts,Upton,N,GSGYG,UP404,M,,DL1,436,5,,42.206824,-71.626098,156.979721
7/6/19,2019,Massachusetts,Upton,N,GSGYR,UP405,M,,DL1,438,5,,42.20693,-71.626126,159.540619
7/6/19,2019,Massachusetts,Upton,N,GSGYS,UP406,M,,DL1,439,5,,42.207001,-71.626127,160.150986
7/6/19,2019,Massachusetts,Upton,N,GSGYY,UP407,M,,DL1,440,2,,42.207034,-71.626131,161.22905
7/6/19,2019,Massachusetts,Upton,N,L-GSRBB,UP408,M,,DL1,441,NA,LABLED ON LEFT WING,42.207093,-71.626125,160.908493
7/6/19,2019,Massachusetts,Upton,N,L-GSRBG,UP409,F,unmated,DL1,442,NA,LABLED ON LEFT WING,42.207117,-71.626154,162.338821
7/6/19,2019,Massachusetts,Upton,R,NA,NA,M,,DL1,443,NA,"recorded as GSYB, not a code that was used",42.207114,-71.626152,162.938629
7/6/19,2019,Massachusetts,Upton,N,L-GSRBR,UP410,F,mated,DL1,444,NA,LABLED ON LEFT WING,42.207153,-71.626148,162.913971
7/6/19,2019,Massachusetts,Upton,R,GBRYG,UP295,M,,DL1,445,NA,,42.20717,-71.626128,163.255707
7/6/19,2019,Massachusetts,Upton,N,L-GSRBS,UP411,F,mated,DL1,446,NA,LABLED ON LEFT WING,42.207158,-71.626078,163.763031
7/6/19,2019,Massachusetts,Upton,N,L-GSRBY,UP412,M,,DL1,447,NA,LABLED ON LEFT WING,42.207156,-71.626044,164.511826
7/6/19,2019,Massachusetts,Upton,N,L-GSRGB,UP413,F,mated,DL1,448,NA,LABLED ON LEFT WING,42.207232,-71.626026,168.825729
7/6/19,2019,Massachusetts,Upton,N,L-GSRGG,UP414,F,mated,DL1,449,NA,LABLED ON LEFT WING,42.207223,-71.626021,168.513748
7/6/19,2019,Massachusetts,Upton,N,L-GSRGR,UP415,F,mated,DL1,450,NA,LABLED ON LEFT WING,42.207227,-71.626021,170.957718
7/6/19,2019,Massachusetts,Upton,N,L-GSRGS,UP416,F,mated,DL1,451,NA,LABLED ON LEFT WING,42.207234,-71.626024,170.545868
7/6/19,2019,Massachusetts,Upton,R,GBRGS,UP269,M,,DL1,452,NA,,42.207237,-71.626024,170.329422
7/6/19,2019,Massachusetts,Upton,N,L-GSRGY,UP417,M,,DL1,454,NA,LABLED ON LEFT WING,42.207243,-71.626023,170.279633
7/6/19,2019,Massachusetts,Upton,N,L-GSRRB,UP418,F,mated,DL1,455,NA,LABLED ON LEFT WING,42.207243,-71.626038,171.505035
7/6/19,2019,Massachusetts,Upton,N,L-GSRRG,UP419,F,mated,DL1,456,NA,LABLED ON LEFT WING,42.207244,-71.626045,171.771912
7/6/19,2019,Massachusetts,Upton,N,L-GSRRR,UP420,M,,DL1,457,NA,LABLED ON LEFT WING,42.207247,-71.626037,172.090973
7/6/19,2019,Massachusetts,Upton,N,L-GSRRS,UP421,M,,DL1,458,NA,LABLED ON LEFT WING,42.207279,-71.62603,172.510757
7/6/19,2019,Massachusetts,Upton,N,L-GSRRY,UP422,M,,DL1,459,NA,LABLED ON LEFT WING,42.207302,-71.626041,173.106277
7/6/19,2019,Massachusetts,Upton,N,L-GSRSB,UP423,M,,DL1,460,NA,LABLED ON LEFT WING,42.207345,-71.626031,172.435135
7/6/19,2019,Massachusetts,Upton,R,BBGYB,UP68,F,mated,DL2,192,NA,,42.206283,-71.626456,139.058029
7/6/19,2019,Massachusetts,Upton,N,BGRYB,UP469,F,mated,DL2,193,2,,42.206347,-71.626471,137.23851
7/6/19,2019,Massachusetts,Upton,N,BGRYG,UP470,F,mated,DL2,194,2,,42.206366,-71.626437,136.222153
7/6/19,2019,Massachusetts,Upton,N,BGRYR,UP471,F,mated,DL2,196,3,,42.206412,-71.626439,133.907135
7/6/19,2019,Massachusetts,Upton,R,BBYBS,UP186,M,,DL2,197,3,,42.206474,-71.626494,131.032242
7/6/19,2019,Massachusetts,Upton,N,BGRYS,UP472,F,unmated,DL2,198,2,,42.206583,-71.626515,130.570465
7/6/19,2019,Massachusetts,Upton,R,GBRRS,UP279,F,mated,DL2,199,3,,42.206585,-71.626491,129.288422
7/6/19,2019,Massachusetts,Upton,N,BGRYY,UP473,F,mated,DL2,200,3,,42.206703,-71.626457,129.757202
7/6/19,2019,Massachusetts,Upton,N,BGSBB,UP474,F,mated,DL2,201,2,,42.2068,-71.626399,126.57679
7/6/19,2019,Massachusetts,Upton,N,BGSBG,UP475,F,mated,DL2,202,2,,42.206853,-71.626341,125.537033
7/6/19,2019,Massachusetts,Upton,N,BGSBR,UP476,F,mated,DL2,203,2,,42.206863,-71.626379,125.204041
7/6/19,2019,Massachusetts,Upton,N,BGSBS,UP477,M,,DL2,204,2,,42.206904,-71.62637,125.801697
7/6/19,2019,Massachusetts,Upton,N,BGSBY,UP478,F,mated,DL2,206,2,,42.207023,-71.626359,124.240654
7/6/19,2019,Massachusetts,Upton,N,BGSGB,UP479,F,mated,DL2,210,2,,42.20713,-71.626428,123.515549
7/6/19,2019,Massachusetts,Upton,N,BGSGG,UP480,M,,DL2,211,2,,42.207106,-71.626296,122.847336
7/6/19,2019,Massachusetts,Upton,N,BGSGR,UP481,M,,DL2,212,2,,42.207105,-71.626325,123.281158
7/6/19,2019,Massachusetts,Upton,N,BGSGS,UP482,M,,DL2,213,2,,42.207163,-71.626353,123.683311
7/6/19,2019,Massachusetts,Upton,N,BGSGY,UP483,F,mated,DL2,214,3,,42.207194,-71.6263,123.779465
7/6/19,2019,Massachusetts,Upton,N,BGSRB,UP484,F,mated,DL2,216,2,,42.207188,-71.626381,123.267769
7/6/19,2019,Massachusetts,Upton,N,BGSRG,UP485,F,unmated,DL2,217,2,,42.207342,-71.626222,127.251755
7/6/19,2019,Massachusetts,Upton,N,BGSRR,UP486,M,,DL2,217,2,,42.207342,-71.626222,127.251755
7/6/19,2019,Massachusetts,Upton,R,GBGYG,UP245,F,mated,DL2,218,4,,42.207385,-71.626206,126.245033
7/6/19,2019,Massachusetts,Upton,N,BGSRS,UP487,F,unmated,DL2,219,4,,42.207391,-71.626102,126.314163
7/6/19,2019,Massachusetts,Upton,N,BGSRY,UP488,F,mated,DL2,221,3,,42.207366,-71.626155,125.436844
7/6/19,2019,Massachusetts,Upton,N,BGSSB,UP489,M,,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSSR,UP491,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSSS,UP492,F,unmated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSSY,UP493,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSYB,UP494,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSYG,UP495,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSYR,UP496,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSYS,UP497,F,mated,DL2,222,3,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGSYY,UP498,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYBB,UP499,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYBG,UP500,F,mated,DL2,222,3,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYBR,UP501,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYBS,UP502,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYBY,UP503,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYGB,UP504,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYGG,UP505,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYGR,UP506,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYGS,UP507,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYGY,UP509,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYYB,UP519,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYYG,UP520,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYYR,UP521,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYYS,UP522,F,mated,DL2,222,3,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYYY,UP523,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,R,BBYSB,UP210,F,mated,DL2,222,3,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,R,BBYYR,UP224,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,R,GBRRB,UP273,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,R,GBYSS,UP351,F,mated,DL2,222,2,,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,R,NA,NA,F,mated,DL2,222,2,recorded as BSYGS,42.207257,-71.62603,125.841583
7/6/19,2019,Massachusetts,Upton,N,BGYRB,UP510,M,,DL2,223,2,,42.207495,-71.626132,126.484863
7/6/19,2019,Massachusetts,Upton,N,BGYRG,UP511,F,mated,DL2,224,2,,42.207433,-71.626143,126.268158
7/6/19,2019,Massachusetts,Upton,N,BGYRR,UP512,F,unmated,DL2,225,2,,42.207525,-71.626206,125.804901
7/6/19,2019,Massachusetts,Upton,N,BGYRS,UP513,M,,DL2,226,3,,42.207617,-71.626266,126.763245
7/6/19,2019,Massachusetts,Upton,N,BGYRY,UP514,F,mated,DL2,227,2,,42.207702,-71.626269,126.65654
7/6/19,2019,Massachusetts,Upton,N,BGYSB,UP515,F,mated,DL2,228,2,,42.20771,-71.626325,126.770477
7/6/19,2019,Massachusetts,Upton,N,BGYSG,UP516,F,mated,DL2,229,2,,42.207749,-71.626313,127.323364
7/6/19,2019,Massachusetts,Upton,N,BGYSR,UP517,F,mated,DL2,231,2,,42.207852,-71.626357,128.021271
7/6/19,2019,Massachusetts,Upton,N,BGYSY,UP518,F,mated,DL2,232,3,,42.208152,-71.626041,128.35817
7/6/19,2019,Massachusetts,Upton,N,GGBRS,UP424,M,,DL3,36,5,,42.206598,-71.626155,121.311531
