"ocurrenceID","collectionCode","database","basisOfRecord","scientificName","eventDate","year","month","day","startDayOfYear","dayCode","lifeStage","lifeStageNotes","generalNotes","locationNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinateSource","picture","recordedBy","within.year.duplicate...place.","within.year.duplicate...county.","lat2","lon2","id"
1323092,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/20/49",1949,6,20,171,1949171,"adult","","","","Maryland","Howard","","Brooklandville",39.420384,-76.669971,"3036","town","Y","Simmons, R.S.","","",39.4,-76.7,"1949171 39.4 -76.7"
1323093,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/1/51",1951,6,1,152,1951152,"adult","","","","Maryland","Cecil","","Conowingo",39.677886,-76.159119,"3036","town","Y","Simmons, R.S.","same place","",39.7,-76.2,"1951152 39.7 -76.2"
1323094,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/8/55",1955,7,8,189,1955189,"adult","","","","Pennsylvania","York","","Glen Rock",39.793158,-76.73025,"1228","town","Y","Werschkow, George","","",39.8,-76.7,"1955189 39.8 -76.7"
1323095,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/4/18",1918,6,4,155,1918155,"adult","","","","New Jersey","Passaic","","Paterson",40.916765,-74.171811,"4208","town","Y","W.A. Twelkemeier Collection 1976; Mel. phaeton.","","",40.9,-74.2,"1918155 40.9 -74.2"
1323096,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/16/86",1986,6,16,167,1986167,"adult","","","","Maryland","Frederick","","Rt. 77 W. of Thurmont",39.621217,-77.437942,"3000","","Y","Fales, J.H.","same place","",39.6,-77.4,"1986167 39.6 -77.4"
1323097,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/23/48",1948,6,23,175,1948175,"adult","","","","Maryland","Baltimore","","Loch Raven",39.418996,-76.535244,"3036","","Y","Simmons, R.S.","","",39.4,-76.5,"1948175 39.4 -76.5"
1323098,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/22/51",1951,6,22,173,1951173,"adult","","","","Maryland","Baltimore","","Loch Raven",39.418996,-76.535244,"3036","","Y","Simmons, R.S.","same place, same collector","same county, same collector?",39.4,-76.5,"1951173 39.4 -76.5"
1323099,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/19/51",1951,6,19,170,1951170,"adult","","","","Maryland","Baltimore","","Loch Raven",39.418996,-76.535244,"3036","","Y","Simmons, R.S.","same place, same collector","same county, same collector?",39.4,-76.5,"1951170 39.4 -76.5"
1323100,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/30/21",1921,5,30,150,1921150,"adult","","","","Maryland","Washington","","Hagerstown",39.641763,-77.719993,"5798","town","Y","","","",39.6,-77.7,"1921150 39.6 -77.7"
1323101,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/18/81",1981,7,18,199,1981199,"adult","","","","Maryland","Garrett","","M. O. S. Sactuary, Carey Run",39.670899,-78.99144,"1000","locality","Y","","same place","",39.7,-79,"1981199 39.7 -79"
1323102,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/11/80",1980,6,11,163,1980163,"adult","","","couldn't find town, but found road","Maryland","Frederick","","Rum Springs Rd., Highland",39.535973,-77.508879,"1700","locality","Y","","","",39.5,-77.5,"1980163 39.5 -77.5"
1323103,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/17/31",1931,6,17,168,1931168,"adult","","","","Virginia","Roanoke","","Tinker Mt. near Salem",37.434576,-79.99921,"1807","locality","Y","EASmyth Collection 1947","","",37.4,-80,"1931168 37.4 -80"
1323104,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/20/26",1926,6,20,171,1926171,"adult","","","location just given as 'Wash': state was recorded as MD","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926171 38.9 -77"
1323105,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/20/61",1961,6,20,171,1961171,"adult","","","","Maryland","Baltimore","","Prettyboy Reservoir",39.623477,-76.742922,"873","locality","Y","Simmons, R.S.","","same county",39.6,-76.7,"1961171 39.6 -76.7"
1323106,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/3/26",1926,7,3,184,1926184,"adult","","","location just given as 'Wash'","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926184 38.9 -77"
1323107,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/29/49",1949,6,29,180,1949180,"adult","","","","Maryland","Baltimore","","Eklo",39.680382,-76.72914,"3036","town","Y","Simmons, R.S.","same place, same collector","same county, same collector",39.7,-76.7,"1949180 39.7 -76.7"
1323108,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/27/26",1926,6,27,178,1926178,"adult","","","","District of Columbia","","","District of Columbia, Washington D. C",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926178 38.9 -77"
1323109,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/28/77",1977,6,28,179,1977179,"adult","","from collected larva raised in captivity. doesn't say if date given is date of collection or emergence","","Massachusetts","Franklin","","Ashfield",42.526474,-72.788426,"3036","town","Y","Bower, Deane","same place, same collector","",42.5,-72.8,"1977179 42.5 -72.8"
1323110,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/14/80",1980,6,14,166,1980166,"adult","","","","Maryland","Carroll","","Mount Pleasant, Bear Branch County Environ. Center",39.647107,-76.987403,"400","locality","Y","","","",39.6,-77,"1980166 39.6 -77"
1323111,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/15/64",1964,7,15,197,1964197,"adult","","","","Maryland","Garrett","","W. Hammel Glade",39.487494,-79.358473,"301","","Y","Simmons, R.S.","","",39.5,-79.4,"1964197 39.5 -79.4"
1323112,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/10/71",1971,6,10,161,1971161,"adult","","from collected larva raised in captivity. date given is date emerged.","","Virginia","Montgomery","","Blacksburg",37.229573,-80.413939,"6618","town","Y","Mitchell, J.","same place, same collector","",37.2,-80.4,"1971161 37.2 -80.4"
1323113,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/13/77",1977,6,13,164,1977164,"adult","","from collected larva raised in captivity. doesn't say if date given is date of collection or emergence","","Massachusetts","Franklin","","Ashfield",42.526474,-72.788426,"3036","town","Y","Bower, Deane","same place, same collector","",42.5,-72.8,"1977164 42.5 -72.8"
1323115,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/6/53",1953,6,6,157,1953157,"adult","","","","Maryland","Baltimore","","Hebbville",39.341495,-76.762751,"3036","town","Y","Simmons, R.S.","","",39.3,-76.8,"1953157 39.3 -76.8"
1323116,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/26/08",1908,5,26,147,1926147,"adult","","from collected larva raised in captivity. doesn't say if date given is date of collection or emergence","","District of Columbia","","","Washington D. C",38.895112,-77.036366,"13629","","Y","","","",38.9,-77,"1926147 38.9 -77"
1323117,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/8/71",1971,6,8,159,1971159,"adult","","from collected larva raised in captivity. date given is date emerged.","","Virginia","Montgomery","","Blacksburg",37.229573,-80.413939,"6618","town","Y","Mitchell, J.","same place, same collector","",37.2,-80.4,"1971159 37.2 -80.4"
1323119,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/28/59",1959,5,28,148,1959148,"adult","","","","Maryland","Baltimore","","Prettyboy Reservoir",39.623477,-76.742922,"873","locality","Y","Simmons, R.S.","same place, same collector","same county",39.6,-76.7,"1959148 39.6 -76.7"
1323120,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/30/81",1981,6,30,181,1981181,"adult","","","","Maryland","Harford","","Green Rd, Jacksonville",39.528154,-76.495575,"2200","locality","Y","","","",39.5,-76.5,"1981181 39.5 -76.5"
1323121,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/27/63",1963,6,27,178,1963178,"adult","","","","Maryland","Frederick","","Gambrill St. Park",39.464856,-77.496693,"1300","","Y","Simmons, R.S.","","",39.5,-77.5,"1963178 39.5 -77.5"
1323122,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/14/75",1975,6,14,165,1975165,"adult","","","couldn't find town, used county","Maryland","Baltimore","","Roller",39.443074,-76.616319,"44053","county","Y","Ferguson, D.C.","","",39.4,-76.6,"1975165 39.4 -76.6"
1323124,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/20/66",1966,6,20,171,1966171,"adult","","from collected larva raised in captivity. doesn't say if date given is date of collection or emergence","","Maryland","Frederick","","Catoctin Furnace",39.579266,-77.432487,"3036","","Y","","","",39.6,-77.4,"1966171 39.6 -77.4"
1323125,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/11/82",1982,7,11,192,1982192,"adult","","","","Maryland","Garrett","","M. O. S. Sactuary, Carey Run",39.670899,-78.99144,"1000","locality","Y","","","",39.7,-79,"1982192 39.7 -79"
1323126,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/10/53",1953,6,10,161,1953161,"adult","","","","Maryland","Harford","","near Darlington",39.639274,-76.202732,"3036","town","Y","Simmons, R.S.","","",39.6,-76.2,"1953161 39.6 -76.2"
1323127,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/25/73",1973,6,25,176,1973176,"adult","","","","New York","Oswego","","Phoenix",43.231179,-76.300764,"1769","town","Y","Mitchell, R.T.","","",43.2,-76.3,"1973176 43.2 -76.3"
1323128,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/29/80",1980,5,29,150,1980150,"adult","","","","Maryland","Charles","","MD Route 227 and Mattawoman Creek",38.596227,-77.055958,"200","locality","Y","Simmons, R.S.","","",38.6,-77.1,"1980150 38.6 -77.1"
1323129,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/6/55",1955,6,6,157,1955157,"adult","","","","Maryland","Prince George's","","Beltsville",39.034832,-76.907474,"3890","town","Y","Fales, John","","",39,-76.9,"1955157 39 -76.9"
1323130,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/23/79",1979,6,23,174,1979174,"adult","","","","Maryland","Harford","","Rock Ridge Rd, Rocks State Park",39.638944,-76.426916,"1000","locality","Y","Smith, R.H.","","",39.6,-76.4,"1979174 39.6 -76.4"
1323131,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/1/73",1973,7,1,182,1973182,"adult","","","couldn't find town, used county. Other one from Roller was collected in Baltimore county, so assuming this one was too.","Maryland","Baltimore","","Roller",39.443074,-76.616319,"44053","county","Y","","","",39.4,-76.6,"1973182 39.4 -76.6"
1323132,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/6/49",1949,6,6,157,1949157,"adult","","","","Maryland","Baltimore","","Eklo",39.680382,-76.72914,"3036","town","Y","Simmons, R.S.","same place, same collector","same county, same collector",39.7,-76.7,"1949157 39.7 -76.7"
1323133,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/25/26",1926,6,25,176,1926176,"adult","","","location just given as 'Wash'","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926176 38.9 -77"
1323134,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/19/81",1981,6,19,170,1981170,"adult","","","couldn't find exact locality","Maryland","Baltimore","","Glen Falls Rd., nr. Liberty Res.",39.503456,-76.856218,"2000","","Y","","","",39.5,-76.9,"1981170 39.5 -76.9"
1323135,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/5/77",1977,6,5,156,1977156,"adult","","","","Virginia","Montgomery","","Poverty Hollow",37.270033,-80.470466,"","locality","Y","Koehn, L.","same place","",37.3,-80.5,"1977156 37.3 -80.5"
1323136,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/16/21",1921,6,16,167,1921167,"adult","","","county inferred from town","Virginia","Rappahannock","","S. Washington",38.713452,-78.159444,"818","town","Y","","","",38.7,-78.2,"1921167 38.7 -78.2"
1323137,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/11/70",1970,6,11,162,1970162,"adult","","","duplicate from scan also had 'Air Force Marsh'","Delaware","Kent","","Little Creek",39.167057,-75.448254,"890","town","Y","Lane, R.W.","","",39.2,-75.4,"1970162 39.2 -75.4"
1323138,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/9/71",1971,6,9,160,1971160,"adult","","from collected larva raised in captivity. date given is date emerged.","","Virginia","Montgomery","","Blacksburg",37.229573,-80.413939,"6618","town","Y","Mitchell, J.","same place, same collector","",37.2,-80.4,"1971160 37.2 -80.4"
1323139,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/27/40",1940,6,27,179,1940179,"adult","","","","Tennessee","Sevier","","Myrtle Point on Mt. Le Conte, Smoky Mt. Park",35.653564,-83.431569,"1000","locality","Y","Dunavan, D.","","",35.7,-83.4,"1940179 35.7 -83.4"
1323140,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/22/26",1926,6,22,173,1926173,"adult","","","location just given as 'Wash'","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926173 38.9 -77"
1323141,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/24/26",1926,6,24,175,1926175,"adult","","","location just given as 'Wash': state was recorded as MD","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926175 38.9 -77"
1323142,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/26/80",1980,6,26,178,1980178,"adult","","","","Maryland","Harford","","off Greene Rd.",39.528154,-76.495575,"2200","locality","Y","","","",39.5,-76.5,"1980178 39.5 -76.5"
1323144,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/4/59",1959,6,4,155,1959155,"adult","","","","Maryland","Baltimore","","Prettyboy Reservoir",39.623477,-76.742922,"873","locality","Y","Simmons, R.S.","same place, same collector","same county",39.6,-76.7,"1959155 39.6 -76.7"
1323145,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/11/26",1926,6,11,162,1926162,"adult","","","location just given as 'Wash': state was recorded as MD","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926162 38.9 -77"
1323146,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/13/77",1977,6,13,164,1977164,"adult","","from collected larva raised in captivity. doesn't say if date given is date of collection or emergence","","Massachusetts","Hampden","","Longmeadow",42.050095,-72.582866,"4359","town","Y","Bower, Deane","","",42.1,-72.6,"1977164 42.1 -72.6"
1323147,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/23/26",1926,6,23,174,1926174,"adult","","","location just given as 'Wash'","District of Columbia","","","Washington D. C",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926174 38.9 -77"
1323148,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/13/26",1926,6,13,164,1926164,"adult","","","location just given as 'Wash': state was recorded as MD","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926164 38.9 -77"
1323149,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/14/26",1926,6,14,165,1926165,"adult","","","location just given as 'Wash'","District of Columbia","","","Washington",38.895112,-77.036366,"13629","","Y","","same place","",38.9,-77,"1926165 38.9 -77"
1323150,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/4/85",1985,7,4,185,1985185,"adult","","","","Wisconsin","Marathon","","Johnson Township",45.011358,-89.35595,"3036","town","Y","","","",45,-89.4,"1985185 45 -89.4"
1323151,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/18/43",1943,7,18,199,1943199,"adult","","","","Michigan","Oakland","","3 Mi. N. of Oxford",42.868213,-83.264662,"6091","town+direction+distance","Y","McAlpine, W.S.","","",42.9,-83.3,"1943199 42.9 -83.3"
1323152,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/14/35",1935,5,14,134,1935134,"adult","","","","Alabama","Calhoun","","Anniston",33.659826,-85.831632,"13660","town","Y","","same place","",33.7,-85.8,"1935134 33.7 -85.8"
1323153,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/29/39",1939,5,29,149,1939149,"adult","","","","West Virginia","Hampshire","","Forks of Cacapon",39.406764,-78.430842,"3036","town","Y","Clark, A.H.","","",39.4,-78.4,"1939149 39.4 -78.4"
1323154,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/30/67",1967,6,30,181,1967181,"adult","","","","Wisconsin","Marathon","","Township of Stettin",44.964167,-89.73,"","town","Y","Rahn, Russell A.","","",45,-89.7,"1967181 45 -89.7"
1323155,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/11/83",1983,7,11,192,1983192,"adult","","","couldn't find town, used county","Ohio","Geauga","","Mulberry Corners",41.499542,-81.178655,"31345","county","Y","Leuschner","","at least same county, different collector",41.5,-81.2,"1983192 41.5 -81.2"
1323156,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/5/76",1976,7,5,187,1976187,"adult","","","","Wisconsin","Waukesha","","Silver Lk, north of Ottawa Lk",43.076606,-88.492919,"931","locality","Y","Balogh, George","","",43.1,-88.5,"1976187 43.1 -88.5"
1323157,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/3/74",1974,7,3,184,1974184,"adult","","","","Michigan","Cass","","Wakelee, Tamarack Bog Area",41.983934,-85.878892,"3036","town","Y","Leeuw, Irwin","","",42,-85.9,"1974184 42 -85.9"
1323158,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/8/50",1950,7,8,189,1950189,"adult","","","","Wisconsin","Waukesha","","Oconomowoc",43.111673,-88.499266,"4584","town","Y","Euting, Neil","same place, same collector","",43.1,-88.5,"1950189 43.1 -88.5"
1323159,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/6/57",1957,7,6,187,1957187,"adult","","","county inferred from locality","Wisconsin","Washington","","Loews Lake",43.21943611,-88.309875,"","locality","Y","","","",43.2,-88.3,"1957187 43.2 -88.3"
1323160,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/17/90",1990,6,17,168,1990168,"adult","","","","Wisconsin","Washington","","Saukville",43.381669,-87.940645,"2672","town","Y","Leuschner, Ron","","",43.4,-87.9,"1990168 43.4 -87.9"
1323161,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/31/36",1936,5,31,152,1936152,"adult","","","","Alabama","Calhoun","","Anniston",33.659826,-85.831632,"13660","town","Y","Smith, M.E.","","",33.7,-85.8,"1936152 33.7 -85.8"
1323162,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/10/32",1932,7,10,192,1932192,"adult","","","","Michigan","Washtenaw","","York Twp. Sec. 1",42.164479,-83.669117,"1200","TRS","Y","McAlpine, W.S.","","",42.2,-83.7,"1932192 42.2 -83.7"
1323163,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/19/35",1935,5,19,139,1935139,"adult","","","","Alabama","Calhoun","","Anniston",33.659826,-85.831632,"13660","town","Y","","same place","",33.7,-85.8,"1935139 33.7 -85.8"
1323164,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/3/82",1982,7,3,184,1982184,"adult","","","","Michigan","Kent","","Walker",43.001413,-85.768092,"9861","town","Y","","same place","",43,-85.8,"1982184 43 -85.8"
1323165,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/8/40",1940,6,8,160,1940160,"adult","","","","Alabama","Calhoun","","Anniston",33.659826,-85.831632,"13660","town","Y","James H. Baker Collection 1978; Euphydryas phaeton, 217, Dru","same place, same collector?","",33.7,-85.8,"1940160 33.7 -85.8"
1323166,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/19/27",1927,7,19,200,1927200,"adult","","","","Michigan","Oakland","","New Hudson",42.510867,-83.615495,"3036","town","Y","Rawson, Dr. G.W.","","",42.5,-83.6,"1927200 42.5 -83.6"
1323167,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/10/50",1950,7,10,191,1950191,"adult","","","","Wisconsin","Waukesha","","Oconomowoc",43.111673,-88.499266,"4584","town","Y","Euting, Neil","same place, same collector","",43.1,-88.5,"1950191 43.1 -88.5"
1323168,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/16/79",1979,6,16,167,1979167,"adult","","","","West Virginia","Pendleton","","4 mi NE Sugar Grove",38.552226,-79.269303,"5695","town+direction+distance","Y","Opler, P.A.","","",38.6,-79.3,"1979167 38.6 -79.3"
1323169,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/5/58",1958,7,5,186,1958186,"adult","","","county inferred from locality","Wisconsin","Washington","","Loews Lake",43.21943611,-88.309875,"","locality","Y","","","",43.2,-88.3,"1958186 43.2 -88.3"
1323170,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/26/26",1926,7,26,207,1926207,"adult","","","","Michigan","Wayne","","Detroit",42.331427,-83.045754,"18721","town","Y","Rawson, Dr. G.W.","","",42.3,-83,"1926207 42.3 -83"
1323171,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/14/38",1938,6,14,165,1938165,"adult","","","","Ohio","Stark","","Canton",40.798947,-81.378447,"7503","town","Y","JCHopfinger Collection 1962","","",40.8,-81.4,"1938165 40.8 -81.4"
1323172,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/16/32",1932,7,16,198,1932198,"adult","","","","Michigan","Macomb","","Utica",42.626145,-83.033538,"2648","town","Y","W.S. McAlpine Collection 1972","","same county, same collector",42.6,-83,"1932198 42.6 -83"
1323173,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/15/74",1974,7,15,196,1974196,"adult","","","","Minnesota","Nicollet","","St. Peter",44.323577,-93.958014,"3036","town","Y","Johnson, Monte","same place, same collector","",44.3,-94,"1974196 44.3 -94"
1323174,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/30/34",1934,6,30,181,1934181,"adult","","from collected pupa. doesn't say if date given is date of collection or emergence","","Michigan","Livingston","","Green Oak",42.492534,-83.697996,"3036","town","Y","Rawson, Dr. G.W.","","",42.5,-83.7,"1934181 42.5 -83.7"
1323175,"NMNH","Smithsonian","specimen","Euphydryas phaeton","5/15/35",1935,5,15,135,1935135,"adult","","","","Alabama","Calhoun","","Anniston",33.659826,-85.831632,"13660","town","Y","James H. Baker Collection 1978","same place","",33.7,-85.8,"1935135 33.7 -85.8"
1323176,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/27/82",1982,6,27,178,1982178,"adult","","","","Michigan","Kent","","Walker",43.001413,-85.768092,"9861","town","Y","","same place","",43,-85.8,"1982178 43 -85.8"
1323177,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/12/74",1974,7,12,193,1974193,"adult","","","","Michigan","Marathon","","Township of Norrie",46.446336,-90.162952,"3036","town","Y","Rahn, Russell A.","","",46.4,-90.2,"1974193 46.4 -90.2"
1323178,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/20/54",1954,6,20,171,1954171,"adult","","","","West Virginia","Hampshire","","Forks of Capon",39.406764,-78.430842,"","town","Y","Nicolay, S.S.","","",39.4,-78.4,"1954171 39.4 -78.4"
1323179,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/26/83",1983,6,26,177,1983177,"adult","","","TRS doesn’t completely line up with location, used location description","Michigan","Delta","","Burnt Camp Access, T40 R24W Sec6, Escanaba River",45.89523,-87.1966,"","","Y","Mueller, Steven J.","","",45.9,-87.2,"1983177 45.9 -87.2"
1323180,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/9/63",1963,6,9,160,1963160,"adult","","from collected larva (5/16/1963-5/22/1963) raised in captivity. date given is date emerged","","West Virginia","Randolph","","Spruce Knob L., Inlet Marsh",38.699687,-79.532833,"6000","locality","Y","Field, Flint","same place, same collector","",38.7,-79.5,"1963160 38.7 -79.5"
1323181,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/11/76",1976,7,11,193,1976193,"adult","","","","Michigan","Presque Isle","","Ocqueoc Lake",45.474467,-84.113779,"1081","locality","Y","Hodges, R.W.; Hodges, E.R.","","",45.5,-84.1,"1976193 45.5 -84.1"
1323183,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/1/67",1967,7,1,182,1967182,"adult","","","","Ontario","","","Ancaster",43.19916,-80.00015,"301","town","Y","Troubridge, Jim","","",43.2,-80,"1967182 43.2 -80"
1323184,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/4/82",1982,7,4,185,1982185,"adult","","","","Michigan","Kent","","Walker",43.001413,-85.768092,"9861","town","Y","","same place","",43,-85.8,"1982185 43 -85.8"
1323185,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/20/59",1959,7,20,201,1959201,"adult","","","","Ontario","","","Don Valley, Toronto",43.6985,-79.3466,"","","Y","Syme, P.D.","same place, some same collector","",43.7,-79.3,"1959201 43.7 -79.3"
1323186,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/10/88",1988,6,10,162,1988162,"adult","","","","Michigan","Kalamazoo","","Gourdneck SGA",42.168272,-85.638283,"4000","locality","Y","Balogh, George","","",42.2,-85.6,"1988162 42.2 -85.6"
1323187,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/1/40",1940,6,1,153,1940153,"adult","","","","Alabama","Calhoun","","Anniston",33.659826,-85.831632,"13660","town","Y","James H. Baker Collection 1978; 217","same place, same collector?","",33.7,-85.8,"1940153 33.7 -85.8"
1323188,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/26/69",1969,6,26,177,1969177,"adult","","","","Wisconsin","Marathon","","Township of Stettin",44.964167,-89.73,"","town","Y","Rahn, Russell A.","","",45,-89.7,"1969177 45 -89.7"
1323189,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/5/63",1963,6,5,156,1963156,"adult","","from collected larva (5/16/1963-5/22/1963) raised in captivity. date given is date emerged","","West Virginia","Randolph","","Spruce Knob L., Inlet Marsh",38.699687,-79.532833,"6000","locality","Y","Field, Flint","same place, same collector","",38.7,-79.5,"1963156 38.7 -79.5"
1323190,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/2/39",1939,6,2,153,1939153,"adult","","","","Alabama","Calhoun","","Anniston",33.659826,-85.831632,"13660","town","Y","James H. Baker Collection 1978; 217","","",33.7,-85.8,"1939153 33.7 -85.8"
1323191,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/10/53",1953,7,10,191,1953191,"adult","","","","Wisconsin","Waukesha","","Dousman",43.014176,-88.472598,"2180","town","Y","Euting, Neil","same place","",43,-88.5,"1953191 43 -88.5"
1323193,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/20/59",1959,6,20,171,1959171,"adult","","","","Michigan","Muskegon","","Blue Lake Twp.",43.428333,-86.218889,"","town","Y","","","",43.4,-86.2,"1959171 43.4 -86.2"
1323195,"NMNH","Smithsonian","specimen","Euphydryas phaeton","7/16/83",1983,7,16,197,1983197,"adult","","","","Wisconsin","Washington","","Lowe Lk, E shore, T9N R18E S25",43.218282,-88.308807,"260","locality","Y","Balogh, G.","","",43.2,-88.3,"1983197 43.2 -88.3"
1323196,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/10/63",1963,6,10,161,1963161,"adult","","from collected larva (5/16/1963-5/22/1963) raised in captivity. date given is date emerged","","West Virginia","Randolph","","Spruce Knob L., Inlet Marsh",38.699687,-79.532833,"6000","locality","Y","Field, Flint","same place, same collector","",38.7,-79.5,"1963161 38.7 -79.5"
1323197,"NMNH","Smithsonian","specimen","Euphydryas phaeton","6/19/75",1975,6,19,170,1975170,"adult","","","","Ohio","Portage","","Waynes Rd, 1/2 mi E of SR44, Mantua",41.331093,-81.211971,"300","locality","Y","Koehn, L.","","",41.3,-81.2,"1975170 41.3 -81.2"
