"","ocurrenceID","database","collectionCode","basisOfRecord","scientificName","genus","specificEpithet","eventDate","year","month","day","startDayOfYear","dayCode","phenology","buds","flowers","fruit","vegetative","unknown","phenologyNotes","generalNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","picture","pictureChecked","inBCBrange","phenOne","phenTwo","phenThree","PhenFour","locationNotes","coordinateSource","coordinateUncertaintySource","compiler"
"3167",5044902,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/12/1951",1951,8,12,224,1951224,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Lincoln","Somo","along Big Somo River, Somo twp., tripoli, T35N, R4E, sec 4",45.549391,-89.99131,1000,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS/locality","best estimate","JA"
"3168",5045493,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/5/1930",1930,9,5,248,1930248,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","Wisconsin","Grant","","Wisconsin River Bottoms, opposite Bridgeport [Crawford Co.] Sect 14 T6N R6W",42.997011,-91.051663,1000,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS/locality","best estimate","JA"
"3169",5047055,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/19/1928",1928,9,19,263,1928263,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Outagamie","","Center Swamp, appleton",NA,NA,NA,"Y","Y","Y","Yes","Both","","","","","","JA"
"3170",5050947,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/20/1968",1968,9,20,264,1968264,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Rock","","Picture has map Along W bank of Rock River, W of Fitzsimmons Rd.",NA,NA,NA,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","","","JA"
"3171",5055751,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1889",1889,8,23,235,1889235,"flowering and ??","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","Wisconsin","Lafayette","","Fayette",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3172",5055843,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/22/1993",1993,8,22,234,1993234,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Bayfield","","OR-257A Waukamo Rd, about 8 mi. by air NNW of village of Iron River. Resch Cr. T49N-R9W sec.34 S1/2 of N1/2 of S1/2 of NE1/4",46.68333,-91.46667,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","provided","","JA"
"3173",5055939,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/7/1995",1995,9,7,250,1995250,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Walworth","","Lulu Lake Preserve, about 0.2mi. NNW of Mukwonago River inlet to Lulu Lake and 0.5mi. E of Nature Rd. The preserve is E of Nature Rd. about 1mi. N of intersect with CTH J & N. Twn 4N Rnage 17E Section 2 center of",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3174",5057875,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1962",1962,8,23,235,1962235,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Oneida","","Three Lakes Twp. SE 1/4 sec 16",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3175",5062595,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/26/1928",1928,8,26,239,1928239,"flowering ","unknown","Y","N"," "," ","","","Wisconsin","Lincoln","","Shore  of Wisconsin River, merril",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3176",5063183,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/3/1972",1972,9,3,247,1972247,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Marinette","","Picture has map On Benson Lake Rd., W of the ""Shrine"" near Peshtigo River.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3177",5063287,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/25/1972",1972,8,25,238,1972238,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Wisconsin","Barron","","Picture has map 4 mi. S of Barron. T33N R12W SECT 21 NE 1/4 of NE 1/4",45.335336,-91.851444,300,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS","best estimate","JA"
"3178",5063505,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/18/1966",1966,8,18,230,1966230,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Taylor","","Picture has map Bank of Wood Creek, about 5mi. E of Rib Lake.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3179",5063961,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/3/1910",1910,8,3,215,1910215,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Iron","","Oronto River",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3180",5064638,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/3/1955",1955,9,3,246,1955246,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Shawano","","Picture has map Clifford Koeppen's 80 acres, approx. 5 mi. directly N of Gresham",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3181",5064923,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/8/1959",1959,8,8,220,1959220,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Waupaca","","Picture has map Wayside near Marion. [NW of Clintonville]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3182",5066788,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/22/1956",1956,8,22,235,1956235,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Wisconsin","Ashland","","Picture has map Shore of Lake Superior, 12mi. E of Ashland. [orig. T53N -err] T53N R2W SECT 27",46.623449,-90.629019,2000,"Y","Y","Y","Yes","Flowering","","","PLSS doesn't match up with locality (has error note), used locality","locality","best estimate","JA"
"3183",5067745,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/13/1962",1962,8,13,225,1962225,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Wisconsin","Adams","","14-Mile Creek [Fourteen Mile Creek] sec 17, T20 N, R6",44.2,-89.78,1000,"Y","Y","Y","Yes","Flowering","","","PLSS","provided","provided","JA"
"3184",5067762,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/12/1945",1945,8,12,224,1945224,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Waukesha","","Between Hartland and Pewaukee. SE quarter of SE quarter, sec 1, township 7, north, range 18 east",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3185",5068276,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/19/1956",1956,8,19,232,1956232,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Monroe","","Picture has map La Crosse River, Lafayette Twp.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3186",5069059,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","10/3/1958",1958,10,3,276,1958276,"fruit","N","N","Y"," "," ","","","Wisconsin","Marquette","","Picture has map Ennis Lake [S of Glen Oak]",NA,NA,NA,"Y","Y","Y","Yes","Fruiting","","","PLSS? Check picture","","","JA"
"3187",5070988,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/19/1960",1960,8,19,232,1960232,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Polk","","Picture has map [NW of Frederic] [orig. R07W-err]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3188",5072140,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","10/2/1976",1976,10,2,276,1976276,"fruit","N","N","Y"," "," ","","","Wisconsin","Crawford","","Picture has map Wisconsin River bottoms between Hwy 60 and Wisconsin River. 5mi. W of Wauzeka. T7N RW5 Sect 28",43.05005,-90.968278,1100,"Y","Y","Y","Yes","Fruiting","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3189",5072990,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1972",1972,9,2,246,1972246,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Douglas","","Pattison state park. 12mi. S of Superior on Hwy 35. Adjacent to lake. T47N, R14W, S.21, 22, 27, 28",46.532922,-92.119482,500,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS/locality","best estimate","JA"
"3190",5073617,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/16/1960",1960,8,16,229,1960229,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Portage","","Picture has map South River Drive, Stevens Point, just N of city limits.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3191",5074433,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/14/1992",1992,8,14,227,1992227,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Ashland","La Pointe","Madeline Island [orig. R02E-err]. La pointe twp, T50 N, R 2 E, sec 4. apostle islands",46.838874,-90.621973,1100,"Y","Y","Y","Yes","Flowering","","","PLSS has error note-why?","PLSS","best estimate","JA"
"3192",5074532,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/20/1958",1958,8,20,232,1958232,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Menominee","","Picture has map [Oconto Co. original - now Menominee Co.]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3193",5074592,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1955",1955,8,23,235,1955235,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Lincoln","Schley","Schley Twp. T32N, R8E, sec 13",45.256831,-89.435363,1200,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS","best estimate","JA"
"3194",5077506,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/25/1994",1994,8,25,237,1994237,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","Wisconsin","Vilas","","Picture has map Between Upper and Lower Buckatabon Lakes. [SW of Conover]",NA,NA,NA,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","","","JA"
"3195",5077869,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/13/1975",1975,9,13,256,1975256,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Fond du Lac","Waupun","Picture has map Along N side of Rock River, (100yds) E of Brandon Bridge in Waupun.",43.637528,-88.743471,100,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"3196",5081131,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/2/1962",1962,8,2,214,1962214,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Marquette","","Along Lawrence Creek",43.895022,-89.571882,1000,"Y","Y","Y","Yes","Flowering","","","","provided","provided","JA"
"3197",5081211,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1961",1961,8,23,235,1961235,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","Wisconsin","Wood","","Picture has map Central Cranberry Co. [NE of Babcock]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3198",5081450,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/30/1968",1968,8,30,243,1968243,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Rock","","Picture has map Along Sugar River immediately E of CTH T bridge.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3199",5086989,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/1/1974",1974,9,1,244,1974244,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Forest","","Picture has map W of county road 2174, about 9.5mi. N of Hiles. T38N R13E Sect5",45.802409,-88.892699,1200,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3200",5087534,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/6/1896",1896,8,6,219,1896219,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Ashland","","Lake Superior region, on Wilson's Island. [Ashland Co. - Apostle Islands Hermit Island]",46.886667,-90.685278,1400,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"3201",5087659,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/27/1950",1950,8,27,239,1950239,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Richland","","On DI, W of Rockbridge.",NA,NA,NA,"Y","Y","Y","Yes","Both","","","","","","JA"
"3202",5088310,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/5/1958",1958,9,5,248,1958248,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Trempealeau","","Picture has map Between Tank Creek & Black River along new Wisc. 93. [E of Trempealeau]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3203",5088390,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/27/2000",2000,8,27,240,2000240,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Dane","","Picture has map. T9N R7E Sect18. Ganser Hay Meadow, W side of Hwy 78, 0.3 mi. S of jct. with Hwy 12, 0.2 mi. N of Blums Creek, 1 mi. due S of Sauk City [Sauk Co.]. Uppermost edge of broad low terrace between the Wisconsin River floodplain to the west and and low hills to the east.",43.261994,-89.714528,200,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"3204",5088854,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/24/1945",1945,8,24,236,1945236,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Portage","","Picture has map Near jct. Hwy Wis. #54 and CTH D.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3205",5093519,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/14/1962",1962,8,14,226,1962226,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Rusk","","Picture has map 1mi. S of US #8 on CTH F. [SE of Weyerhauser]",NA,NA,NA,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","","","JA"
"3206",5093539,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/26/1945",1945,8,26,238,1945238,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","Wisconsin","Dane","","UW-Arboretum, section 42.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3207",5094984,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/5/1997",1997,9,5,248,1997248,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Door","Baileys harbor","Picture has map . Along lake shore. Baileys harbor- County E. Kangaroo Lake. T30N R27E Sect25",45.048064,-87.161601,1100,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3208",5095825,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/4/1961",1961,9,4,247,1961247,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","same day/place, same phenology?","Wisconsin","Sheboygan","","Picture has map [SSW of Beechwood]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3209",5098064,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","7/4/1964",1964,7,4,186,1964186,"vegetative","N","N","N","Y"," ","","","Wisconsin","Florence","","Picture has map Pine River, at Hwy Wisc. 101 bridge. T39N R17E Sect29",45.830899,-88.388358,200,"Y","Y","Y","No","","","","","locality","best estimate","JA"
"3210",5104043,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/29/1930",1930,8,29,241,1930241,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Juneau","","N/A (Hustler written on card)",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3211",5104094,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/6/1974",1974,9,6,249,1974249,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Fond du Lac","","Picture has map Kettle Moraine forest [N of Dundee] T14N R19E Sect 24",43.666466,-88.168846,1200,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS","best estimate","JA"
"3212",5104459,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1959",1959,9,2,245,1959245,"fruit","N","N","Y"," "," ","","","Wisconsin","Ashland","","Picture has map Along Penokee Iron Range from Hwy. 13 W to Bad River in Penokee Gap. From centers of Secs. 13 to 14. SW of Mellen. Traverse covered rectangle shown.",46.296091,-90.706412,3000,"Y","Y","Y","Yes","Fruiting","","","PLSS","locality","best estimate","JA"
"3213",5107298,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/24/1957",1957,8,24,236,1957236,"vegetative","N","N","N","Y"," ","","","Wisconsin","Forest","","Picture has map Shore Lake Julia [NW of Hiles]. T38N R12E Sect 7",45.792536,-89.044147,700,"Y","Y","Y","No","","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3214",5107393,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/31/1974",1974,8,31,243,1974243,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Grant","","Picture has map [S of Werley] T6N R3W Sect8 NE 1/4 of NW 1/4",43.015747,-90.757349,400,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS","best estimate","JA"
"3215",5110464,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/4/1961",1961,9,4,247,1961247,"flowering and fruit","unknown","Y","Y"," "," ","","same day/place, same phenology?","Wisconsin","Sheboygan","","[SSW of Beechwood]  T13N R20E Sect 30/31. Has map",NA,NA,NA,"Y","Y","Y","Yes","Both","","","","","","JA"
"3216",5110584,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/10/1886",1886,8,10,222,1886222,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","Wisconsin","Milwaukee","","Milwaukee, Milwaukee River",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3217",5112466,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","7/29/1914",1914,7,29,210,1914210,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Oneida","","Pelican Lake",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3218",5112619,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/24/1957",1957,8,24,236,1957236,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Rock","","Picture has map Coon Creek bottom, N of St. Lawrence Ave. [W of Beloit]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3219",5115413,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/10/1878",1878,8,10,222,1878222,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Dane","","Madison, marshes of Lake Wingra",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3220",5117393,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/1/1974",1974,9,1,244,1974244,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Langlade","","Picture has map 4mi. N of Antigo on old Hwy 45. T32N R11E Sect 19",45.241376,-89.156607,1000,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3221",5121700,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/18/1905",1905,8,18,230,1905230,NA,"unknown","unknown","unknown"," "," ","","","Maine","Cumberland","Brunswick","",43.914524,-69.965328,8553,"Y","Y","Y","Not Scorable","","","","","town","geolocate","JA"
"3222",5123311,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1939",1939,8,23,235,1939235,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Wisconsin","Fond du Lac","","Mauthe Lake, Kettle Moraine State Forest.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3223",5125782,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","7/29/1896",1896,7,29,211,1896211,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Bayfield","","Lake Superior region, near Houghton quarries to Bayfield.",46.693663,-90.860286,15000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"3224",5129469,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/29/1933",1933,8,29,241,1933241,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Menominee","","Richman Dam, Menomonee Indian Res. [orig. Shawano Co.- now Menominee Co.]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3225",5133612,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/31/1958",1958,8,31,243,1958243,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Adams","Easton","Picture has map Bordering Campbell Creek, Easton Twp. T16N R6E SECT 29",43.839099,-89.806967,900,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS/locality","best estimate","JA"
"3226",5136529,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/17/1962",1962,8,17,229,1962229,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Bayfield","","Picture has map Along CTH A, 1mi. S of Iron River. T47N R8W SECT 18",46.554132,-91.426876,600,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3227",5136908,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/25/1959",1959,8,25,237,1959237,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Waushara","","Picture has map Triple Ridge Farm, Route 1, Coloma",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3228",5139325,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1958",1958,8,23,235,1958235,"buds","Y","N","N"," "," ","","","Wisconsin","Monroe","","Picture has map Cataract Pond",NA,NA,NA,"Y","Y","Y","Yes","Flowering","Early","","PLSS? Check picture","","","JA"
"3229",5140448,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/9/1922",1922,8,9,221,1922221,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Sauk","","Baraboo Bluffs",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3230",5141326,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/15/1962",1962,8,15,227,1962227,"flowering","unknown","Y","N"," "," ","","same day/place, different phenology","Wisconsin","Monroe","","Picture has map [N of Clifton]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3231",5143244,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1974",1974,9,2,245,1974245,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Menominee","","Picture has map Sullivan Falls, Wolf River, 11mi. N of Keshena.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3232",5145058,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/19/1969",1969,9,19,262,1969262,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Rock","","Picture has map N of pond. [NE of Clinton]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3233",5145565,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1961",1961,9,2,245,1961245,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Calumet","","Picture has map Brillion Conservation Club Area, 1.5mi. S of Brillion. T19N R20E Sect 2",44.151533,-88.071399,600,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS/locality","best estimate","JA"
"3234",5148221,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/29/1966",1966,9,29,272,1966272,"fruit","N","N","Y"," "," ","","","Wisconsin","Columbia","","Picture has map Shore Swan Lake, a hard water lake, near beginning of Fox River. T12N R9E Sect 11",43.538694,-89.386311,200,"Y","Y","Y","Yes","Fruiting","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3235",5149209,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/25/1938",1938,8,25,237,1938237,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Portage","","3mi. S of Amherst. T22NR10ES9",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3236",5151206,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/4/1992",1992,9,4,248,1992248,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Iowa","","Picture has map Avoca Prairie/Savanna, Avoca. T8N R2E Sect6",43.198723,-90.301502,1200,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS","best estimate","JA"
"3237",5153818,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/20/1920",1920,8,20,233,1920233,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Pepin","","Durand",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3238",5153987,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1959",1959,9,2,245,1959245,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Marathon","","Picture has map Elderon County Park",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3239",5154214,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1970",1970,8,23,235,1970235,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Shawano","","(loon lake) T27N R16E sec11",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3240",5154289,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/9/1947",1947,8,9,221,1947221,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Taylor","","1mi. N of Rib Lake. Sec 22, T33, N-, R2, E.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3241",5155078,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/4/1894",1894,9,4,247,1894247,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Walworth","","Geneva",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3242",5155087,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/5/1930",1930,9,5,248,1930248,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","Wisconsin","Grant","","Wisconsin River Bottoms, opposite Bridgeport [Crawford Co.] Sect 14 T6N R6W",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3243",5157581,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1957",1957,9,2,245,1957245,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Rock","","Picture has map Skinner Rd. [NW of Beloit]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3244",5159438,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/22/1957",1957,8,22,234,1957234,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Rock","","Picture has map Carroll Rd., end of Timm Rd. [W of Beloit]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3245",5159683,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/8/1987",1987,8,8,220,1987220,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Florence","","Picture has map. Where springs flow into pine river. Nicolet National Forest-Chipmunk Rapids Campground on the Pine River. [SE of Tipler]. T39N R16E Sect 6",45.892492,-88.556861,200,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
